experiment_city pemsbay
model_name MMGCRN
memory_type local
mem_num 10
mem_dim 32
meta_type yes
decoder_type stepwise
go_type random
ycov_type time
separate loss lamb 0.01
compact loss lamb1 0.0
batch_size 64
rnn_units 32
num_layers 1
channnel_in 1
channnel_out 1
feature_time True
feature_history False
pemsbay training started Wed Feb  2 03:06:56 2022
TRAIN XS.shape YS.shape, XCov.shape, YCov.shape (41669, 12, 325, 1) (41669, 12, 325, 1) (41669, 12, 325, 1) (41669, 12, 325, 1)
Model Training Started ... Wed Feb  2 03:06:59 2022
TIMESTEP_IN, TIMESTEP_OUT 12 12
Trainable parameter list: 
 
 In total: 52073 trainable parameters. 
 
XS_torch.shape:   torch.Size([41669, 12, 325, 1])
YS_torch.shape:   torch.Size([41669, 12, 325, 1])
YCov_torch.shape:   torch.Size([41669, 12, 325, 1])
epoch 132 time used: 59  seconds  train loss: 0.10924135687517322 0.10884794122935387 0.039341551220546174 0.16647106238890663 validation loss: 0.11884827451574113 0.11847772396761938 0.03705501045054084 0.1725831452115618
epoch 133 time used: 59  seconds  train loss: 0.10880144608017513 0.10839724022643749 0.040420582098452125 0.16701138158519388 validation loss: 0.11931373150638391 0.11888569423506552 0.042803719949444236 0.1730420601604813
epoch 134 time used: 59  seconds  train loss: 0.10877084885889923 0.1083636873488039 0.04071614976197857 0.16709959452549836 validation loss: 0.12159915342226119 0.12120542336411932 0.0393730191398397 0.17320828543992756
epoch 135 time used: 59  seconds  train loss: 0.10933413291722945 0.10887107704032992 0.04630557336648839 0.1667156187652953 validation loss: 0.11893867285209508 0.11851864063961763 0.042003135062592525 0.17262411062915167
epoch 136 time used: 59  seconds  train loss: 0.10896550748074245 0.10846714763215003 0.049835955370799954 0.16739352506003535 validation loss: 0.12069604360318088 0.12016924278283903 0.05268002942456213 0.1744780297968433
epoch 137 time used: 59  seconds  train loss: 0.10905782300825637 0.10852959455285698 0.052822877604410144 0.1683104212180769 validation loss: 0.11776860296028227 0.11726626819030042 0.05023339801401981 0.17329153104726905
epoch 138 time used: 59  seconds  train loss: 0.10907469978305709 0.10852779572522059 0.054690403183099666 0.1681419174862771 validation loss: 0.12012755977235524 0.11961659475271338 0.05109643002724917 0.17314043738352725
epoch 139 time used: 59  seconds  train loss: 0.10863023619451041 0.10803945223937242 0.05907839291733631 0.1683745114180784 validation loss: 0.12079629115223953 0.12024004594919022 0.05562458240335357 0.17390095111126405
epoch 140 time used: 59  seconds  train loss: 0.10842789015760804 0.10782862400868014 0.059926618305017054 0.1680520843393647 validation loss: 0.12049684296942278 0.11992506893989242 0.05717742657276394 0.1724376236009012
epoch 141 time used: 59  seconds  train loss: 0.10846579655702468 0.10784975145864277 0.06160450195806797 0.1689491582453022 validation loss: 0.11709419446969632 0.11649787603927725 0.0596318366340356 0.17442530366424225
epoch 142 time used: 59  seconds  train loss: 0.10825576299634924 0.10760156786497387 0.06541950647819847 0.1693639321161768 validation loss: 0.12234314439403825 0.1217455023377247 0.059764183596431646 0.17338024052051282
epoch 143 time used: 59  seconds  train loss: 0.1080053593634382 0.10734165921047109 0.06637003861461703 0.16863222837088465 validation loss: 0.11795959294551758 0.11732735471822497 0.06322382474173326 0.17495908556846815
epoch 144 time used: 60  seconds  train loss: 0.10847267017168981 0.10775716971203447 0.07155003446719833 0.169706245563675 validation loss: 0.11713707118362537 0.11639279745022837 0.07442736319152012 0.1760584290053021
epoch 145 time used: 60  seconds  train loss: 0.10933729285027911 0.10860369473826538 0.07335980079140365 0.1694823594617765 validation loss: 0.11847749783556116 0.11774332363950152 0.07341742539593482 0.17600302552108138
epoch 146 time used: 60  seconds  train loss: 0.1082938982802175 0.10754569868709907 0.07481996786509382 0.17038395842940873 validation loss: 0.1165311807438654 0.11578638731208958 0.0744793511087525 0.17578038144452623
epoch 147 time used: 59  seconds  train loss: 0.10835769641991179 0.10760152301354128 0.07561729847812679 0.16955292581105977 validation loss: 0.1176771959935344 0.1169154818913007 0.0761713599930983 0.17512010308517148
epoch 148 time used: 59  seconds  train loss: 0.10829784024876679 0.10752125899427485 0.07765813023751081 0.16955144736084124 validation loss: 0.116950997623264 0.1161747702391506 0.07762273624582285 0.1743963075865022
epoch 149 time used: 60  seconds  train loss: 0.1077026897032903 0.10690949349876164 0.07931963363340512 0.1692377537668765 validation loss: 0.11688835156538317 0.11609121385863794 0.07971381363014636 0.17435343827309227
epoch 150 time used: 60  seconds  train loss: 0.10739049380435697 0.106599119910485 0.07913741531750688 0.16881929713817853 validation loss: 0.11718727269507251 0.11637022147299483 0.08170510194144384 0.17525283098907382
epoch 151 time used: 60  seconds  train loss: 0.10762286503205114 0.10681013084674235 0.08127343455350994 0.16943615408991303 validation loss: 0.11530705566403046 0.11449110593498726 0.08159498233876637 0.17544679500750465
epoch 152 time used: 59  seconds  train loss: 0.10694018051526864 0.10612389930593921 0.08162813560032806 0.1688394223048147 validation loss: 0.11482299746433085 0.11401691527335972 0.08060822784357141 0.17389606665709034
epoch 153 time used: 60  seconds  train loss: 0.10716400786588562 0.10632696316030349 0.08370448372322194 0.1686316345199673 validation loss: 0.11742926444618733 0.11655182485091616 0.0877439122433213 0.17401168619140048
epoch 154 time used: 60  seconds  train loss: 0.10707130277885948 0.10619186187388802 0.08794411359353832 0.16897667147631967 validation loss: 0.11504238039501159 0.11418175850657863 0.08606216422448257 0.174556234838249
epoch 155 time used: 61  seconds  train loss: 0.10700381089633333 0.10615214416925814 0.08516666108003633 0.16919918457721525 validation loss: 0.1168598918121592 0.11604630732277713 0.08135836248629884 0.17408328849080656
epoch 156 time used: 60  seconds  train loss: 0.10755398283195051 0.10668296008746309 0.08710227366894467 0.16871529408555336 validation loss: 0.11738100018581837 0.11648446074040615 0.08965390635431557 0.17428471586552755
epoch 157 time used: 59  seconds  train loss: 0.1067146296961845 0.10583893815469297 0.08756915179504775 0.16905168872479875 validation loss: 0.11493736516092853 0.11406045987627103 0.08769054627047777 0.17396314344895414
epoch 158 time used: 59  seconds  train loss: 0.10649123874115407 0.10561037770238997 0.08808611644717017 0.16765193667669448 validation loss: 0.11822261560166905 0.11735128087682993 0.08713348382498577 0.17156062625458704
epoch 159 time used: 59  seconds  train loss: 0.10751546988579447 0.10658943540142318 0.09260347586409182 0.16733080816183912 validation loss: 0.11891973261802068 0.11805479563479461 0.08649366622746711 0.17203647558795304
epoch 160 time used: 59  seconds  train loss: 0.10689141011162898 0.10594938389560513 0.0942026215762276 0.16690532622661686 validation loss: 0.11860572375796262 0.11764773232713957 0.09579917282741435 0.1710028574285454
epoch 161 time used: 59  seconds  train loss: 0.10585956466325482 0.1049295958987776 0.09299687676650772 0.1659202502199535 validation loss: 0.11516333308037285 0.1142350625175962 0.09282701188170263 0.17253458027041882
Early stopping at epoch: 162 
trainval loss, loss1, loss2, loss3 0.1090233218983442 0.10813952402206965 0.08837979806960308 0.16528887586643234
YS.shape, YS_pred.shape, (41669, 12, 325, 1) (41669, 12, 325, 1)
YS.shape, YS_pred.shape, (41669, 12, 325) (41669, 12, 325)
**************************************** 
MMGCRN, train, Torch MSE, 0.106522, 0.105583, 0.093896, 0.166338 
MMGCRN, train, MSE, RMSE, MAE, MAPE, 3.049805, 1.746369, 0.866124, 1.803543 
Model Training Ended ... Wed Feb  2 05:50:05 2022
pemsbay testing started Wed Feb  2 05:50:05 2022
TEST XS.shape, YS.shape, XCov.shape, YCov.shape (10413, 12, 325, 1) (10413, 12, 325, 1) (10413, 12, 325, 1) (10413, 12, 325, 1)
Model Testing Started ... Wed Feb  2 05:50:05 2022
TIMESTEP_IN, TIMESTEP_OUT 12 12
test loss, loss1, loss2, loss3 0.1126154798713459 0.1118249800816446 0.07904996711273857 0.16954821257320843
YS.shape, YS_pred.shape, (10413, 12, 325, 1) (10413, 12, 325, 1)
YS.shape, YS_pred.shape, (10413, 325, 12) (10413, 325, 12)
MMGCRN, test, Torch MSE, 0.112615, 0.111825, 0.079050, 0.169548 
all pred steps, MMGCRN, test, MSE, RMSE, MAE, MAPE, 3.271785, 1.808808, 0.878869, 1.822083 
1 step, MMGCRN, test, MSE, RMSE, MAE, MAPE, 1.864310, 1.365398, 0.792752, 1.539865 
2 step, MMGCRN, test, MSE, RMSE, MAE, MAPE, 1.891803, 1.375428, 0.782999, 1.564394 
3 step, MMGCRN, test, MSE, RMSE, MAE, MAPE, 1.831471, 1.353318, 0.758099, 1.517066 
4 step, MMGCRN, test, MSE, RMSE, MAE, MAPE, 1.948085, 1.395738, 0.762146, 1.531607 
5 step, MMGCRN, test, MSE, RMSE, MAE, MAPE, 2.202714, 1.484154, 0.784448, 1.586838 
6 step, MMGCRN, test, MSE, RMSE, MAE, MAPE, 2.559202, 1.599751, 0.818534, 1.671132 
7 step, MMGCRN, test, MSE, RMSE, MAE, MAPE, 2.980596, 1.726440, 0.854986, 1.765396 
8 step, MMGCRN, test, MSE, RMSE, MAE, MAPE, 3.473805, 1.863815, 0.896125, 1.870861 
9 step, MMGCRN, test, MSE, RMSE, MAE, MAPE, 4.047909, 2.011942, 0.942116, 1.989330 
10 step, MMGCRN, test, MSE, RMSE, MAE, MAPE, 4.696017, 2.167029, 0.992849, 2.122312 
11 step, MMGCRN, test, MSE, RMSE, MAE, MAPE, 5.451047, 2.334748, 1.049940, 2.271629 
12 step, MMGCRN, test, MSE, RMSE, MAE, MAPE, 6.314469, 2.512861, 1.111439, 2.434566 
Model Testing Ended ... Wed Feb  2 05:50:22 2022
